"BA.Open","BA.High","BA.Low","BA.Close","BA.Volume","BA.Adjusted","Date"
292,297.440002441406,278.079986572266,280.619995117188,7499300,280.619995117188,2020-03-03
284.549987792969,285.910003662109,277.010009765625,283.119995117188,6986100,283.119995117188,2020-03-04
275.790008544922,276.309997558594,259.649993896484,260.369995117188,14669100,260.369995117188,2020-03-05
253.699996948242,264.290008544922,249.800003051758,262.329986572266,12861800,262.329986572266,2020-03-06
238,241.479995727539,224.369995117188,227.169998168945,11585500,227.169998168945,2020-03-09
237,237.830001831055,215,231.009994506836,13059600,231.009994506836,2020-03-10
222.990005493164,226.990005493164,187,189.080001831055,28503500,189.080001831055,2020-03-11
160.529998779297,189.850006103516,154.809997558594,154.839996337891,31734400,154.839996337891,2020-03-12
174.970001220703,178.279998779297,161.380004882812,170.199996948242,21168500,170.199996948242,2020-03-13
149.419998168945,151,128.759994506836,129.610000610352,26844400,129.610000610352,2020-03-16
132.509994506836,134.960006713867,101.25,124.139999389648,54492200,124.139999389648,2020-03-17
99.8600006103516,107.849998474121,89,101.889999389648,61943200,101.889999389648,2020-03-18
98.8000030517578,103.569999694824,90.3499984741211,97.7099990844727,40210600,97.7099990844727,2020-03-19
99.8499984741211,107,94.2799987792969,95.0100021362305,41370700,95.0100021362305,2020-03-20
98.75,114.48999786377,93.5599975585938,105.620002746582,46140100,105.620002746582,2020-03-23
123.680000305176,127.959999084473,116.129997253418,127.680000305176,43683100,127.680000305176,2020-03-24
154.899993896484,174.770004272461,141,158.729995727539,77826000,158.729995727539,2020-03-25
172.289993286133,186.479995727539,167.179992675781,180.550003051758,63267300,180.550003051758,2020-03-26
172,172.919998168945,155.539993286133,162,47880200,162,2020-03-27
153.809997558594,153.809997558594,140.679992675781,152.279998779297,51052500,152.279998779297,2020-03-30
155,160.639999389648,149,149.139999389648,29954000,149.139999389648,2020-03-31
138.910003662109,144.380004882812,130,130.699996948242,41899700,130.699996948242,2020-04-01
128.509994506836,136.679992675781,120.019996643066,123.269996643066,42372400,123.269996643066,2020-04-02
125,131.289993286133,122.5,124.519996643066,37347400,124.519996643066,2020-04-03
133.699996948242,149.690002441406,129.210006713867,148.770004272461,51085500,148.770004272461,2020-04-06
162,164.800003051758,140.259994506836,141.580001831055,56699100,141.580001831055,2020-04-07
147.509994506836,154,144.550003051758,146.869995117188,41351000,146.869995117188,2020-04-08
154.710006713867,157.979995727539,150.089996337891,151.839996337891,37874200,151.839996337891,2020-04-09
155.5,156,146.259994506836,147.330001831055,26034100,147.330001831055,2020-04-13
150.509994506836,152.399993896484,140,141,33970500,141,2020-04-14
139,148.690002441406,132.899993896484,145.979995727539,39297600,145.979995727539,2020-04-15
141.460006713867,143.240005493164,134,134.240005493164,41364800,134.240005493164,2020-04-16
149.410003662109,154,145,154,52389400,154,2020-04-17
147.210006713867,151.630004882812,142.5,143.610000610352,34983800,143.610000610352,2020-04-20
139.009994506836,141.899993896484,135.449996948242,136.330001831055,27043800,136.330001831055,2020-04-21
140.419998168945,140.820007324219,134.520004272461,134.970001220703,22734500,134.970001220703,2020-04-22
136.5,142.380004882812,136.050003051758,137.740005493164,25936400,137.740005493164,2020-04-23
137,137.570007324219,128.330001831055,128.979995727539,35884700,128.979995727539,2020-04-24
129.970001220703,131.199996948242,123.830001831055,128.679992675781,34563000,128.679992675781,2020-04-27
133.880004882812,137.199996948242,127.73999786377,131.300003051758,37806900,131.300003051758,2020-04-28
138.080001831055,147.179992675781,135.25,139,60454400,139,2020-04-29
137.669998168945,144.649993896484,132.309997558594,141.020004272461,37876600,141.020004272461,2020-04-30
143.229995727539,143.710006713867,132.839996337891,133.369995117188,36613100,133.369995117188,2020-05-01
127.120002746582,131.5,124.349998474121,131.460006713867,30708900,131.460006713867,2020-05-04
132.880004882812,133.800003051758,125,125.400001525879,30621000,125.400001525879,2020-05-05
125.800003051758,126.860000610352,121.370002746582,121.860000610352,29627700,121.860000610352,2020-05-06
122.809997558594,130.710006713867,122.360000610352,128.649993896484,29525000,128.649993896484,2020-05-07
132.570007324219,135.550003051758,131.559997558594,133.440002441406,22695700,133.440002441406,2020-05-08
