"AMD.Open","AMD.High","AMD.Low","AMD.Close","AMD.Volume","AMD.Adjusted","Date"
46.8600006103516,49.25,46.6300010681152,49.0999984741211,80331100,49.0999984741211,2020-01-02
48.0299987792969,49.3899993896484,47.5400009155273,48.5999984741211,73127400,48.5999984741211,2020-01-03
48.0200004577637,48.8600006103516,47.8600006103516,48.3899993896484,47934900,48.3899993896484,2020-01-06
49.3499984741211,49.3899993896484,48.0400009155273,48.25,58061400,48.25,2020-01-07
47.8499984741211,48.2999992370605,47.1399993896484,47.8300018310547,53767000,47.8300018310547,2020-01-08
48.939998626709,49.9599990844727,48.3899993896484,48.9700012207031,76512800,48.9700012207031,2020-01-09
49.2599983215332,49.2900009155273,48,48.1699981689453,44133700,48.1699981689453,2020-01-10
48.6599998474121,48.8600006103516,48.2400016784668,48.75,34266800,48.75,2020-01-13
48.6399993896484,49.0400009155273,47.9099998474121,48.2099990844727,38563200,48.2099990844727,2020-01-14
48.2299995422363,49.0800018310547,48.1199989318848,48.5499992370605,40199900,48.5499992370605,2020-01-15
49.1699981689453,50.310001373291,48.9900016784668,49.7700004577637,58898900,49.7700004577637,2020-01-16
50.2000007629395,51.0499992370605,49.9000015258789,50.9300003051758,57722500,50.9300003051758,2020-01-17
50.9599990844727,51.810001373291,50.7000007629395,51.0499992370605,49095000,51.0499992370605,2020-01-21
51.6300010681152,51.8800010681152,51.2000007629395,51.4300003051758,40772200,51.4300003051758,2020-01-22
51.3400001525879,51.75,50.7400016784668,51.7099990844727,40135400,51.7099990844727,2020-01-23
52.2799987792969,52.810001373291,49.4700012207031,50.3499984741211,80004900,50.3499984741211,2020-01-24
48.4500007629395,49.7900009155273,47.9000015258789,49.2599983215332,48878600,49.2599983215332,2020-01-27
50.0299987792969,50.8499984741211,49.4799995422363,50.5299987792969,62343800,50.5299987792969,2020-01-28
47.8400001525879,48.0699996948242,46.0999984741211,47.5099983215332,112349900,47.5099983215332,2020-01-29
46.4900016784668,48.810001373291,46.1300010681152,48.7799987792969,70460200,48.7799987792969,2020-01-30
48.4000015258789,48.5800018310547,46.7900009155273,47,60322400,47,2020-01-31
46.4000015258789,48.0999984741211,46.2299995422363,48.0200004577637,46983500,48.0200004577637,2020-02-03
49.2099990844727,49.75,48.6100006103516,49.4500007629395,46302100,49.4500007629395,2020-02-04
50.2900009155273,50.4199981689453,49.310001373291,49.8400001525879,42737100,49.8400001525879,2020-02-05
48.7999992370605,49.3899993896484,47.6300010681152,49.3199996948242,48670600,49.3199996948242,2020-02-06
48.9099998474121,50.6699981689453,48.6399993896484,49.7299995422363,53107600,49.7299995422363,2020-02-07
49.4700012207031,52.2999992370605,49.3499984741211,52.2599983215332,60971700,52.2599983215332,2020-02-10
53.2200012207031,54.4799995422363,52.9099998474121,53.7999992370605,74719100,53.7999992370605,2020-02-11
54.5299987792969,54.8499984741211,53.5299987792969,53.8899993896484,45994900,53.8899993896484,2020-02-12
53.4300003051758,55.0299987792969,53.3400001525879,54.5299987792969,51640000,54.5299987792969,2020-02-13
55.189998626709,55.4000015258789,54.560001373291,55.310001373291,52365400,55.310001373291,2020-02-14
54.939998626709,58.1300010681152,54.8400001525879,56.8899993896484,70133200,56.8899993896484,2020-02-18
57.9900016784668,59.2700004577637,57.5099983215332,58.9000015258789,58597300,58.9000015258789,2020-02-19
58.439998626709,59.0200004577637,56.1500015258789,57.2700004577637,74203400,57.2700004577637,2020-02-20
56.7099990844727,56.7999992370605,52.8899993896484,53.2799987792969,88271100,53.2799987792969,2020-02-21
48.1800003051758,50.2799987792969,47.4900016784668,49.1199989318848,86624100,49.1199989318848,2020-02-24
51.1399993896484,51.2400016784668,47.1199989318848,47.5699996948242,88699400,47.5699996948242,2020-02-25
47.7000007629395,49.2900009155273,47.0699996948242,47.4900016784668,86378400,47.4900016784668,2020-02-26
45.3800010681152,46.2400016784668,42.2099990844727,44.0099983215332,106416200,44.0099983215332,2020-02-27
41.3600006103516,46.1500015258789,41.0400009155273,45.4799995422363,100331800,45.4799995422363,2020-02-28
47.4199981689453,47.6800003051758,44.6599998474121,47.4599990844727,102324700,47.4599990844727,2020-03-02
49.0299987792969,50.2000007629395,45.6699981689453,46.75,141972300,46.75,2020-03-03
48.25,50.1399993896484,47.2099990844727,50.1100006103516,93311800,50.1100006103516,2020-03-04
48.6800003051758,49.7200012207031,47.5099983215332,48.1100006103516,98302700,48.1100006103516,2020-03-05
49.439998626709,49.5400009155273,46.7400016784668,48.5900001525879,124590900,48.5900001525879,2020-03-06
43.0299987792969,46.3400001525879,42.5099983215332,43.2700004577637,80859800,43.2700004577637,2020-03-09
45.4099998474121,45.439998626709,43.0999984741211,45.3800010681152,76228200,45.3800010681152,2020-03-10
44.189998626709,45.9700012207031,43.7999992370605,45.7000007629395,101601100,45.7000007629395,2020-03-11
42,42.5,39,39.0099983215332,107461500,39.0099983215332,2020-03-12
42.2000007629395,43.9099998474121,39.5999984741211,43.9000015258789,86689700,43.9000015258789,2020-03-13
39.0800018310547,43.3699989318848,38.5099983215332,38.7099990844727,84545900,38.7099990844727,2020-03-16
40.189998626709,42.8800010681152,38.2999992370605,41.8800010681152,92741900,41.8800010681152,2020-03-17
39.5400009155273,41.9500007629395,36.75,39.1199989318848,106949300,39.1199989318848,2020-03-18
39.560001373291,41.7000007629395,37.689998626709,39.8199996948242,88939000,39.8199996948242,2020-03-19
41.5099983215332,42.4799995422363,39.5800018310547,39.6100006103516,106859500,39.6100006103516,2020-03-20
40.6199989318848,42.3199996948242,38.9500007629395,41.6399993896484,101704700,41.6399993896484,2020-03-23
44.0400009155273,46.810001373291,43.9900016784668,46.2200012207031,106794200,46.2200012207031,2020-03-24
46.7900009155273,47.8800010681152,44.4300003051758,44.6300010681152,93760400,44.6300010681152,2020-03-25
45.7799987792969,47.5,45.4000015258789,47.5,73680200,47.5,2020-03-26
46.3199996948242,47.9799995422363,45.9000015258789,46.5800018310547,74599200,46.5800018310547,2020-03-27
47.2400016784668,48.4599990844727,46.6599998474121,47.8600006103516,68486600,47.8600006103516,2020-03-30
47.9300003051758,48.5299987792969,45.1599998474121,45.4799995422363,83483700,45.4799995422363,2020-03-31
44.1800003051758,46.8499984741211,43.1599998474121,43.6599998474121,92083100,43.6599998474121,2020-04-01
43.4000015258789,45.2799987792969,43.0999984741211,44.4900016784668,79024100,44.4900016784668,2020-04-02
44.2999992370605,44.8400001525879,41.7000007629395,42.5900001525879,79335000,42.5900001525879,2020-04-03
44.2999992370605,47.5800018310547,44.060001373291,47.5200004577637,82294000,47.5200004577637,2020-04-06
48.9599990844727,49.6500015258789,46.6800003051758,47.560001373291,102098700,47.560001373291,2020-04-07
48.0699996948242,49,47.6100006103516,48.7900009155273,64930800,48.7900009155273,2020-04-08
49.6500015258789,50.25,47.7200012207031,48.3800010681152,80270100,48.3800010681152,2020-04-09
48.4700012207031,51.0699996948242,48.2299995422363,50.939998626709,64290100,50.939998626709,2020-04-13
52.2400016784668,55.1399993896484,52.1100006103516,54.9300003051758,85306800,54.9300003051758,2020-04-14
53.7299995422363,55.5699996948242,53.4099998474121,54.9900016784668,83814000,54.9900016784668,2020-04-15
55.9599990844727,58.0800018310547,55.6300010681152,56.9500007629395,103106500,56.9500007629395,2020-04-16
57.3499984741211,57.7599983215332,55.5499992370605,56.5999984741211,76908800,56.5999984741211,2020-04-17
55.9799995422363,58.6300010681152,55.8499984741211,56.9700012207031,72367300,56.9700012207031,2020-04-20
56.9000015258789,57.7299995422363,51.4099998474121,52.9199981689453,123906400,52.9199981689453,2020-04-21
54.9099998474121,56.1500015258789,54.3400001525879,55.9199981689453,63041600,55.9199981689453,2020-04-22
56.6500015258789,57.2900009155273,55.6399993896484,55.9000015258789,69662700,55.9000015258789,2020-04-23
55.0999984741211,56.7799987792969,54.4199981689453,56.1800003051758,72761000,56.1800003051758,2020-04-24
57.439998626709,58,56.25,56.4900016784668,62568100,56.4900016784668,2020-04-27
