"HIMS.Open","HIMS.High","HIMS.Low","HIMS.Close","HIMS.Volume","HIMS.Adjusted","Date"
9.89999961853027,9.89999961853027,9.89999961853027,9.89999961853027,300,9.89999961853027,2020-01-02
9.89999961853027,9.89999961853027,9.89999961853027,9.89999961853027,0,9.89999961853027,2020-01-03
9.89999961853027,9.89999961853027,9.89999961853027,9.89999961853027,0,9.89999961853027,2020-01-06
9.92000007629395,9.92000007629395,9.92000007629395,9.92000007629395,105000,9.92000007629395,2020-01-07
9.92000007629395,9.93000030517578,9.92000007629395,9.93000030517578,100300,9.93000030517578,2020-01-08
9.94099998474121,9.96000003814697,9.9399995803833,9.94999980926514,209100,9.94999980926514,2020-01-09
9.94999980926514,9.94999980926514,9.94999980926514,9.94999980926514,0,9.94999980926514,2020-01-10
9.94999980926514,9.94999980926514,9.94999980926514,9.94999980926514,0,9.94999980926514,2020-01-13
9.94999980926514,9.94999980926514,9.94999980926514,9.94999980926514,0,9.94999980926514,2020-01-14
9.99400043487549,9.99400043487549,9.99400043487549,9.99400043487549,100,9.99400043487549,2020-01-15
9.99400043487549,9.99400043487549,9.99400043487549,9.99400043487549,0,9.99400043487549,2020-01-16
10.0500001907349,10.0500001907349,10.0500001907349,10.0500001907349,26000,10.0500001907349,2020-01-17
10.0719995498657,10.0719995498657,10.0719995498657,10.0719995498657,1000,10.0719995498657,2020-01-21
10.1000003814697,10.1000003814697,10.0719995498657,10.0719995498657,1700,10.0719995498657,2020-01-22
10.0699996948242,10.0699996948242,10.0699996948242,10.0699996948242,2500,10.0699996948242,2020-01-23
10.0500001907349,10.0509996414185,10.0500001907349,10.0500001907349,40000,10.0500001907349,2020-01-24
10.0600004196167,10.0600004196167,10.0299997329712,10.0530004501343,4400,10.0530004501343,2020-01-27
10.0530004501343,10.0530004501343,10.0530004501343,10.0530004501343,0,10.0530004501343,2020-01-28
10.0500001907349,10.0699996948242,10.0500001907349,10.0699996948242,10400,10.0699996948242,2020-01-29
10.1899995803833,10.1899995803833,10.0100002288818,10.0100002288818,3800,10.0100002288818,2020-01-30
10.0500001907349,10.0500001907349,10.0500001907349,10.0500001907349,16400,10.0500001907349,2020-01-31
10.0500001907349,10.0500001907349,10.0500001907349,10.0500001907349,0,10.0500001907349,2020-02-03
10.0500001907349,10.0500001907349,10.0500001907349,10.0500001907349,100,10.0500001907349,2020-02-04
10.0500001907349,10.0500001907349,10.0500001907349,10.0500001907349,13400,10.0500001907349,2020-02-05
10.0100002288818,10.0500001907349,10.0100002288818,10.0500001907349,1300,10.0500001907349,2020-02-06
10.0299997329712,10.0600004196167,10.0249996185303,10.0509996414185,28100,10.0509996414185,2020-02-07
10.0780000686646,10.0780000686646,10.0299997329712,10.0299997329712,300,10.0299997329712,2020-02-10
10.0520000457764,10.0520000457764,10.0100002288818,10.0100002288818,400,10.0100002288818,2020-02-11
10.1499996185303,10.1499996185303,10.1000003814697,10.1499996185303,2500,10.1499996185303,2020-02-12
